DT	WEBCT_KODS	KOMP_KODS	USR	IP	APJ
17-SEP-2006	2BIO2085	HTM-F	313557	7481	448
17-SEP-2006	2BIO2085	DOC-F	313557	7481	49151
17-SEP-2006	2BIO2085	DOC-F	313557	7481	448
17-SEP-2006	2BIO2085	HTM-F	313557	7481	49165
17-SEP-2006	2BIO2085	HTM-F	313557	7481	448
17-SEP-2006	2BIO2085	K_SAK	315090	17368	48364
17-SEP-2006	2BIO2085	K_SAK	315090	17368	3907
17-SEP-2006	2BIO2085	K_SAK	315090	17368	6223
17-SEP-2006	2BIO2085	SATR	315090	17368	4791
17-SEP-2006	2BIO2085	K_SAK	315090	17368	6223
17-SEP-2006	2BIO2085	C_B	315090	17368	9929
17-SEP-2006	2BIO2085	C_B	315090	17368	407
17-SEP-2006	2BIO2085	C_B	315090	17368	1612
17-SEP-2006	2BIO2085	GRAF-F	315090	17368	236323
17-SEP-2006	2BIO2085	HTM-F	315090	17368	49206
17-SEP-2006	2BIO2085	HTM-F	315090	17368	448
17-SEP-2006	2BIO2085	K_SAK	318179	17503	48364
17-SEP-2006	2BIO2085	K_SAK	318179	17503	3907
17-SEP-2006	2BIO2085	K_SAK	318179	17503	6223
17-SEP-2006	2BIO2085	SATR	318179	17503	4791
17-SEP-2006	2BIO2085	HTM-F	318179	17503	448
17-SEP-2006	2DAT1021	K_SAK	188445	7763	44970
17-SEP-2006	2DAT1021	K_SAK	188445	7763	7218
17-SEP-2006	2DAT1021	HTM-F	188445	7763	21429
17-SEP-2006	2DAT1021	CIT_K	188445	7763	21429
17-SEP-2006	2DAT1021	HTM-F	188445	7763	21429
17-SEP-2006	2DAT1021	HTM-F	188445	7763	21429
17-SEP-2006	2DAT1021	GRAF-F	188445	7763	21429
17-SEP-2006	2DAT1021	GRAF-F	188445	7763	21429
17-SEP-2006	2DAT1021	GRAF-F	188445	7763	21429
17-SEP-2006	2DAT1021	GRAF-F	188445	7763	21429
17-SEP-2006	2DAT1021	GRAF-F	188445	7763	21429
17-SEP-2006	2DAT1021	GRAF-F	188445	7763	21429
17-SEP-2006	2DAT1021	GRAF-F	188445	7763	21429
17-SEP-2006	2DAT1021	CIT-F	188445	7763	1852
17-SEP-2006	2DAT1021	CIT_K	188445	7763	1852
17-SEP-2006	2DAT1021	CIT_K	188445	7763	1852
17-SEP-2006	2DAT1021	CIT-F	188445	7763	3690
17-SEP-2006	2DAT1021	CIT_K	188445	7763	3690
17-SEP-2006	2DAT1021	CIT_K	188445	7763	3690
17-SEP-2006	2DAT1021	CIT-F	188445	7763	5401
17-SEP-2006	2DAT1021	CIT_K	188445	7763	5401
17-SEP-2006	2DAT1021	CIT_K	188445	7763	5401
17-SEP-2006	2DAT1021	S_B	188445	7763	973
17-SEP-2006	2DAT1021	HTM-F	188445	7763	670
17-SEP-2006	2DAT1021	CIT_K	188445	7763	2373
17-SEP-2006	2DAT1021	HTM-F	188445	7763	2373
17-SEP-2006	2DAT1021	CIT_K	188445	7763	2373
17-SEP-2006	2DAT1021	HTM-F	188445	7763	2687
17-SEP-2006	2DAT1021	HTM-F	188445	7763	1817
17-SEP-2006	2DAT1021	CIT_K	188445	7763	1817
17-SEP-2006	2DAT1021	HTM-F	188445	7763	8455
17-SEP-2006	2DAT1021	GRAF-F	188445	7763	780
17-SEP-2006	2DAT1021	GRAF-F	188445	7763	894
17-SEP-2006	2DAT1021	GRAF-F	188445	7763	26242
17-SEP-2006	2DAT1021	GRAF-F	188445	7763	915
17-SEP-2006	2DAT1021	GRAF-F	188445	7763	826
17-SEP-2006	2DAT1021	GRAF-F	188445	7763	434
17-SEP-2006	2DAT1021	GRAF-F	188445	7763	695
17-SEP-2006	2DAT1021	HTM-F	188445	7763	44693
17-SEP-2006	2DAT1021	CIT_K	188445	7763	44693
17-SEP-2006	2DAT1021	HTM-F	188445	7763	44693
17-SEP-2006	2DAT1021	HTM-F	188445	7763	44693
17-SEP-2006	2DAT1021	GRAF-F	188445	7763	44693
17-SEP-2006	2DAT1021	GRAF-F	188445	7763	44693
17-SEP-2006	2DAT1021	GRAF-F	188445	7763	44693
17-SEP-2006	2DAT1021	GRAF-F	188445	7763	44693
17-SEP-2006	2DAT1021	GRAF-F	188445	7763	44693
17-SEP-2006	2DAT1021	GRAF-F	188445	7763	44693
17-SEP-2006	2DAT1021	GRAF-F	188445	7763	44693
17-SEP-2006	2DAT1021	GRAF-F	188445	7763	808
17-SEP-2006	2DAT1021	HTM-F	188445	7763	9397
17-SEP-2006	2DAT1021	CIT-F	188445	7763	8180
17-SEP-2006	2DAT1021	CIT_K	188445	7763	244
17-SEP-2006	2DAT1021	CIT_K	188445	7763	244
17-SEP-2006	2DAT1021	CIT-F	188445	7763	26099
17-SEP-2006	2DAT1021	CIT_K	188445	7763	26099
17-SEP-2006	2DAT1021	CIT_K	188445	7763	26099
17-SEP-2006	2DAT1021	CIT-F	188445	7763	1855
17-SEP-2006	2DAT1021	CIT_K	188445	7763	1855
17-SEP-2006	2DAT1021	CIT_K	188445	7763	2302
17-SEP-2006	2DAT1021	CIT-F	188445	7763	20524
17-SEP-2006	2DAT1021	CIT_K	188445	7763	20524
17-SEP-2006	2DAT1021	CIT_K	188445	7763	20524
17-SEP-2006	2DAT1021	CIT-F	188445	7763	17450
17-SEP-2006	2DAT1021	CIT_K	188445	7763	17450
17-SEP-2006	2DAT1021	CIT_K	188445	7763	17450
17-SEP-2006	2DAT1021	CIT-F	188445	7763	6617
17-SEP-2006	2DAT1021	CIT_K	188445	7763	6617
17-SEP-2006	2DAT1021	CIT_K	188445	7763	6617
17-SEP-2006	2DAT1021	CIT-F	188445	7763	2863
17-SEP-2006	2DAT1021	CIT_K	188445	7763	2863
17-SEP-2006	2DAT1021	CIT_K	188445	7763	2863
17-SEP-2006	2DAT1021	CIT-F	188445	7763	3732
17-SEP-2006	2DAT1021	CIT_K	188445	7763	3732
17-SEP-2006	2DAT1021	CIT_K	188445	7763	3732
17-SEP-2006	2DAT1021	CIT-F	188445	7763	2135
17-SEP-2006	2DAT1021	CIT_K	188445	7763	2135
17-SEP-2006	2DAT1021	CIT_K	188445	7763	2135
17-SEP-2006	2DAT1021	CIT-F	188445	7763	20158
17-SEP-2006	2DAT1021	CIT_K	188445	7763	20158
17-SEP-2006	2DAT1021	CIT_K	188445	7763	20158
17-SEP-2006	2DAT1021	CIT-F	188445	7763	2204
17-SEP-2006	2DAT1021	CIT_K	188445	7763	2204
17-SEP-2006	2DAT1021	CIT_K	188445	7763	2204
17-SEP-2006	2BIO3002	K_SAK	249561	840	44618
17-SEP-2006	2BIO3002	K_SAK	249561	840	3972
17-SEP-2006	2BIO3002	K_SAK	249561	840	6288
17-SEP-2006	2BIO3002	SATR	249561	840	11123
17-SEP-2006	2BIO3002	PDF-F	249561	840	11610
17-SEP-2006	2BIO3002	SATR	249561	840	370
17-SEP-2006	2BIO3002	SATR	249561	840	6098
17-SEP-2006	2BIO3002	PDF-F	249561	840	137284
17-SEP-2006	2DAT1021	K_SAK	367296	6613	44927
17-SEP-2006	2DAT1021	K_SAK	367296	6613	7222
17-SEP-2006	2DAT1021	S_B	367296	6613	973
17-SEP-2006	2DAT1021	K_SAK	367296	6613	7222
17-SEP-2006	2DAT1021	HTM-F	367296	6613	670
17-SEP-2006	2DAT1021	CIT_K	367296	6613	2373
17-SEP-2006	2DAT1021	K_SAK	367296	6613	7222
17-SEP-2006	2DAT1021	TSK	367296	6613	637
17-SEP-2006	2DAT1021	TSK	367296	6613	925
17-SEP-2006	2DAT1021	TSK	367296	6613	2456
17-SEP-2006	2DAT1021	K_SAK	367296	6613	7222
17-SEP-2006	2DAT1021	K_MAP	367296	6613	7691
17-SEP-2006	2DAT1021	GL_B	367296	6613	774
17-SEP-2006	2DAT1021	K_SAK	362363	4716	44927
17-SEP-2006	2DAT1021	K_SAK	362363	4716	7222
17-SEP-2006	2DAT1021	K_SAK	365758	17286	44968
17-SEP-2006	2DAT1021	K_SAK	365758	17286	7222
17-SEP-2006	2DAT1021	HTM-F	365758	17286	670
17-SEP-2006	2DAT1021	CIT_K	365758	17286	2373
17-SEP-2006	2DAT1021	HTM-F	365758	17286	2373
17-SEP-2006	2DAT1021	CIT_K	365758	17286	11596
17-SEP-2006	2DAT1021	HTM-F	365758	17286	8455
17-SEP-2006	2DAT1021	HTM-F	365758	17286	2687
17-SEP-2006	2DAT1021	GRAF-F	365758	17286	780
17-SEP-2006	2DAT1021	GRAF-F	365758	17286	26242
17-SEP-2006	2DAT1021	GRAF-F	365758	17286	894
17-SEP-2006	2DAT1021	GRAF-F	365758	17286	915
17-SEP-2006	2DAT1021	GRAF-F	365758	17286	826
17-SEP-2006	2DAT1021	GRAF-F	365758	17286	434
17-SEP-2006	2DAT1021	GRAF-F	365758	17286	695
17-SEP-2006	2DAT1021	K_SAK	365758	17286	44970
17-SEP-2006	2DAT1021	K_SAK	365758	17286	7222
17-SEP-2006	2DAT1021	S_B	365758	17286	973
17-SEP-2006	2DAT1021	TSK	365758	17286	637
17-SEP-2006	2DAT1021	TSK	365758	17286	2456
17-SEP-2006	2DAT1021	TSK	365758	17286	925
17-SEP-2006	2DAT1021	M_B	365758	17286	5475
17-SEP-2006	2DAT1021	M_B	365758	17286	5697
17-SEP-2006	2DAT1021	M_B	365758	17286	4628
17-SEP-2006	2DAT1021	CAL	365758	17286	33091
17-SEP-2006	2DAT1021	DB_B	365758	17286	901
17-SEP-2006	2DAT1021	GL_B	365758	17286	774
17-SEP-2006	2DAT1021	HTM-F	365758	17286	774
17-SEP-2006	2DAT1021	CIT_K	365758	17286	774
17-SEP-2006	2DAT1021	HTM-F	365758	17286	774
17-SEP-2006	2DAT1021	CIT_K	365758	17286	774
17-SEP-2006	2DAT1021	HTM-F	365758	17286	774
17-SEP-2006	2DAT1021	HTM-F	365758	17286	774
17-SEP-2006	2DAT1021	GRAF-F	365758	17286	774
17-SEP-2006	2DAT1021	GRAF-F	365758	17286	774
17-SEP-2006	2DAT1021	GRAF-F	365758	17286	774
17-SEP-2006	2DAT1021	GRAF-F	365758	17286	774
17-SEP-2006	2DAT1021	GRAF-F	365758	17286	774
17-SEP-2006	2DAT1021	GRAF-F	365758	17286	774
17-SEP-2006	2DAT1021	GRAF-F	365758	17286	774
17-SEP-2006	2DAT1021	GRAF-F	365758	17286	831
17-SEP-2006	2DAT1021	HTM-F	365758	17286	5793
17-SEP-2006	2DAT1021	GRAF-F	365758	17286	808
17-SEP-2006	2DAT1021	HTM-F	365758	17286	9397
17-SEP-2006	2DAT1021	CIT-F	367894	3419	3896
17-SEP-2006	2DAT1021	CIT_K	367894	3419	244
17-SEP-2006	2DAT1021	CIT_K	367894	3419	244
17-SEP-2006	2DAT1021	CIT-F	367894	3419	67879
17-SEP-2006	2DAT1021	CIT_K	367894	3419	67879
17-SEP-2006	2DAT1021	CIT_K	367894	3419	67879
17-SEP-2006	2DAT1021	HTM-F	367894	3419	7119
17-SEP-2006	2DAT1021	CIT_K	367894	3419	7119
17-SEP-2006	2DAT1021	B_B	367894	3419	45428
17-SEP-2006	2DAT1021	B_B	367894	3419	5908
17-SEP-2006	2DAT1021	B_B	367894	3419	14749
17-SEP-2006	2DAT1021	B_B	367894	3419	4811
17-SEP-2006	2DAT1021	K_SAK	367894	3419	44970
17-SEP-2006	2DAT1021	K_SAK	367894	3419	7218
17-SEP-2006	2DAT1021	HTM-F	367894	3419	670
17-SEP-2006	2DAT1021	CIT_K	367894	3419	2373
17-SEP-2006	2DAT1021	HTM-F	367894	3419	2373
17-SEP-2006	2DAT1021	CIT_K	367894	3419	2373
17-SEP-2006	2DAT1021	HTM-F	367894	3419	2687
17-SEP-2006	2DAT1021	HTM-F	367894	3419	8455
17-SEP-2006	2DAT1021	GRAF-F	367894	3419	780
17-SEP-2006	2DAT1021	GRAF-F	367894	3419	26242
17-SEP-2006	2DAT1021	GRAF-F	367894	3419	894
17-SEP-2006	2DAT1021	GRAF-F	367894	3419	915
17-SEP-2006	2DAT1021	GRAF-F	367894	3419	826
17-SEP-2006	2DAT1021	GRAF-F	367894	3419	434
17-SEP-2006	2DAT1021	GRAF-F	367894	3419	695
17-SEP-2006	2DAT1021	HTM-F	367894	3419	9397
17-SEP-2006	2DAT1021	GRAF-F	367894	3419	808
17-SEP-2006	2DAT1021	GRAF-F	367894	3419	831
17-SEP-2006	2DAT1021	HTM-F	367894	3419	5793
17-SEP-2006	2DAT1021	GRAF-F	367894	3419	734
17-SEP-2006	2DAT1021	HTM-F	367894	3419	287
17-SEP-2006	2DAT1021	HTM-F	367894	3419	287
17-SEP-2006	2DAT1021	B_B	367749	979	14755
17-SEP-2006	2DAT1021	B_B	367749	979	4811
17-SEP-2006	2DAT1021	K_SAK	367749	979	44968
17-SEP-2006	2DAT1021	K_SAK	367749	979	7222
17-SEP-2006	2DAT1021	B_B	367749	979	5908
17-SEP-2006	2DAT1021	HTM-F	367749	979	670
17-SEP-2006	2DAT1021	CIT_K	367749	979	2373
17-SEP-2006	2DAT1021	HTM-F	367749	979	2373
17-SEP-2006	2DAT1021	CIT_K	367749	979	2373
17-SEP-2006	2DAT1021	HTM-F	367749	979	8455
17-SEP-2006	2DAT1021	HTM-F	367749	979	2687
17-SEP-2006	2DAT1021	GRAF-F	367749	979	780
17-SEP-2006	2DAT1021	GRAF-F	367749	979	26242
17-SEP-2006	2DAT1021	GRAF-F	367749	979	915
17-SEP-2006	2DAT1021	GRAF-F	367749	979	894
17-SEP-2006	2DAT1021	GRAF-F	367749	979	826
17-SEP-2006	2DAT1021	GRAF-F	367749	979	434
17-SEP-2006	2DAT1021	GRAF-F	367749	979	695
17-SEP-2006	2DAT1021	GRAF-F	367749	979	2770
17-SEP-2006	2DAT1021	GRAF-F	367749	979	734
17-SEP-2006	2DAT1021	HTM-F	367749	979	287
17-SEP-2006	2DAT1021	GRAF-F	367749	979	45268
17-SEP-2006	2DAT1021	GRAF-F	367749	979	831
17-SEP-2006	2DAT1021	HTM-F	367749	979	5793
17-SEP-2006	2DAT1021	GRAF-F	367749	979	5793
17-SEP-2006	2DAT1021	GRAF-F	367749	979	808
17-SEP-2006	2DAT1021	HTM-F	367749	979	9397
17-SEP-2006	2DAT1021	CIT-F	367749	979	60590
17-SEP-2006	2DAT1021	CIT_K	367749	979	244
17-SEP-2006	2DAT1021	CIT_K	367749	979	244
17-SEP-2006	2DAT1021	CIT-F	367749	979	8180
17-SEP-2006	2DAT1021	CIT_K	367749	979	8180
17-SEP-2006	2DAT1021	CIT_K	367749	979	8180
17-SEP-2006	2DAT1021	CIT-F	367749	979	26099
17-SEP-2006	2DAT1021	CIT_K	367749	979	26099
17-SEP-2006	2DAT1021	CIT_K	367749	979	26099
17-SEP-2006	2DAT1021	CIT-F	367749	979	2204
17-SEP-2006	2DAT1021	CIT_K	367749	979	2204
17-SEP-2006	2DAT1021	CIT_K	367749	979	2204
17-SEP-2006	2DAT1021	CIT-F	367749	979	1852
17-SEP-2006	2DAT1021	CIT_K	367749	979	1852
17-SEP-2006	2DAT1021	CIT_K	367749	979	1852
17-SEP-2006	2DAT1021	CIT-F	367749	979	3690
17-SEP-2006	2DAT1021	CIT_K	367749	979	3690
17-SEP-2006	2DAT1021	CIT_K	367749	979	3690
17-SEP-2006	2DAT1021	CIT-F	367749	979	20524
17-SEP-2006	2DAT1021	CIT_K	367749	979	20524
17-SEP-2006	2DAT1021	CIT_K	367749	979	20524
17-SEP-2006	2DAT1021	CIT-F	367749	979	17450
17-SEP-2006	2DAT1021	CIT_K	367749	979	17450
17-SEP-2006	2DAT1021	CIT_K	367749	979	17450
17-SEP-2006	2DAT1021	CIT-F	367749	979	6617
17-SEP-2006	2DAT1021	CIT_K	367749	979	6617
17-SEP-2006	2DAT1021	CIT_K	367749	979	6617
17-SEP-2006	2DAT1022	SATR	362041	11405	21523
17-SEP-2006	2DAT1022	B_B	362041	11405	5861
17-SEP-2006	2DAT1022	B_B	362041	11405	16037
17-SEP-2006	2DAT1022	B_B	362041	11405	14751
17-SEP-2006	2DAT1022	K_SAK	362041	11405	8829
17-SEP-2006	2DAT1022	P_B	362041	11405	3579
17-SEP-2006	2DAT1022	K_SAK	362041	11405	8829
17-SEP-2006	2DAT1022	K_SAK	362041	11405	45596
17-SEP-2006	2DAT1022	K_SAK	362041	11405	8829
17-SEP-2006	2DAT1022	TSK	364468	3113	2366
17-SEP-2006	2DAT1022	TSK	364468	3113	807
17-SEP-2006	2DAT1022	PR_B	364468	3113	1113
17-SEP-2006	2DAT1022	PR_B	364468	3113	735
17-SEP-2006	2DAT1022	PR_B	364468	3113	2993
17-SEP-2006	2DAT1022	B_B	364468	3113	5861
17-SEP-2006	2DAT1022	B_B	364468	3113	14978
17-SEP-2006	2DAT1022	SATR	364468	3113	21523
17-SEP-2006	2DAT1022	DOC-F	364468	3113	11677
17-SEP-2006	2DAT1022	SATR	364468	3113	371
17-SEP-2006	2DAT1022	SATR	364468	3113	7782
17-SEP-2006	2DAT1022	DOC-F	364468	3113	95744
17-SEP-2006	2DAT1022	K_SAK	364468	3113	45596
17-SEP-2006	2DAT1022	K_SAK	364468	3113	8829
17-SEP-2006	2DAT1022	K_MAP	364468	3113	9142
17-SEP-2006	2DAT1022	K_SAK	362777	6401	45555
17-SEP-2006	2DAT1022	K_SAK	362777	6401	8829
17-SEP-2006	2DAT1022	SATR	364468	3113	21523
17-SEP-2006	2DAT1022	CAL	364468	3113	34086
17-SEP-2006	2DAT1022	SATR	364468	3113	21523
17-SEP-2006	2DAT1022	S_B	364468	3113	5105
17-SEP-2006	2DAT1022	S_B	364468	3113	5105
17-SEP-2006	2DAT1022	K_SAK	364468	3113	8829
17-SEP-2006	2DAT1022	GL_B	364468	3113	6013
17-SEP-2006	2DAT1022	GL_B	364468	3113	6681
17-SEP-2006	2DAT1022	GL_B	364468	3113	6558
17-SEP-2006	2DAT1022	GL_B	364468	3113	6555
17-SEP-2006	2DAT1022	K_SAK	364468	3113	45596
17-SEP-2006	2DAT1022	K_SAK	364468	3113	8829
17-SEP-2006	2DAT1022	DB_B	364468	3113	881
17-SEP-2006	2DAT1022	TSK	364468	3113	641
17-SEP-2006	2DAT1022	CAL	367300	5146	45993
17-SEP-2006	2DAT1022	CAL	367300	5146	34266
17-SEP-2006	2DAT1022	K_SAK	363700	4658	45596
17-SEP-2006	2DAT1022	K_SAK	363700	4658	8829
17-SEP-2006	2DAT1022	B_B	363700	4658	5861
17-SEP-2006	2DAT1022	B_B	363700	4658	16045
17-SEP-2006	2DAT1022	K_SAK	362271	4211	45596
17-SEP-2006	2DAT1022	K_SAK	362271	4211	8829
17-SEP-2006	2DAT1022	P_B	362271	4211	3681
17-SEP-2006	2DAT1022	K_SAK	362271	4211	8829
17-SEP-2006	2DAT1022	GL_B	362271	4211	6013
17-SEP-2006	2DAT1022	M_B	362271	4211	5456
17-SEP-2006	2DAT1022	M_B	362271	4211	5760
17-SEP-2006	2DAT1022	M_B	362271	4211	4682
17-SEP-2006	2DAT1022	CAL	362271	4211	34262
17-SEP-2006	2DAT1022	B_B	362271	4211	5861
17-SEP-2006	2DAT1022	B_B	362271	4211	16056
17-SEP-2006	2DAT1022	B_B	362271	4211	6907
17-SEP-2006	2DAT1022	B_B	362271	4211	14751
17-SEP-2006	2DAT1022	DB_B	362271	4211	881
17-SEP-2006	2DAT1022	M_B	362271	4211	5456
17-SEP-2006	2DAT1022	M_B	362271	4211	5758
17-SEP-2006	2DAT1022	M_B	362271	4211	4682
17-SEP-2006	2DAT1022	K_SAK	362271	4211	8829
17-SEP-2006	2DAT1022	DB_B	362271	4211	881
17-SEP-2006	2DAT1022	TSK	362271	4211	641
17-SEP-2006	2DAT1022	TSK	362271	4211	2366
17-SEP-2006	2DAT1022	TSK	362271	4211	807
17-SEP-2006	2DAT1022	S_B	362271	4211	5105
17-SEP-2006	2DAT1022	SATR	362271	4211	21523
17-SEP-2006	2DAT1022	SATR	362271	4211	21523
17-SEP-2006	2DAT1022	SATR	362271	4211	11611
17-SEP-2006	2DAT1022	SATR	362271	4211	371
17-SEP-2006	2DAT1022	CIT_K	362271	4211	3956
17-SEP-2006	2DAT1022	SATR	362271	4211	7886
17-SEP-2006	2DAT1022	PPT-F	362271	4211	11667
17-SEP-2006	2DAT1022	SATR	362271	4211	371
17-SEP-2006	2DAT1022	SATR	362271	4211	7842
17-SEP-2006	2DAT1022	PPT-F	362271	4211	184320
17-SEP-2006	2DAT1022	SATR	362271	4211	21523
17-SEP-2006	2DAT1022	PDF-F	362271	4211	11666
17-SEP-2006	2DAT1022	SATR	362271	4211	371
17-SEP-2006	2DAT1022	SATR	362271	4211	7876
17-SEP-2006	2DAT1022	PDF-F	362271	4211	210902
17-SEP-2006	2DAT1022	K_SAK	362271	4211	45598
17-SEP-2006	2DAT1022	K_SAK	362271	4211	8837
17-SEP-2006	2DAT1022	SATR	362271	4211	21523
17-SEP-2006	2DAT1022	S_B	362271	4211	5105
17-SEP-2006	2DAT1022	K_SAK	365758	17286	45598
17-SEP-2006	2DAT1022	K_SAK	365758	17286	8829
17-SEP-2006	2DAT1022	S_B	365758	17286	5105
17-SEP-2006	2DAT1022	K_SAK	365758	17286	45598
17-SEP-2006	2DAT1022	K_SAK	365758	17286	8829
17-SEP-2006	2DAT1022	M_B	365758	17286	5456
17-SEP-2006	2DAT1022	M_B	365758	17286	5758
17-SEP-2006	2DAT1022	M_B	365758	17286	4682
17-SEP-2006	2DAT1022	SATR	365758	17286	21523
17-SEP-2006	2DAT1022	PPT-F	365758	17286	11667
17-SEP-2006	2DAT1022	SATR	365758	17286	371
17-SEP-2006	2DAT1022	SATR	365758	17286	7842
17-SEP-2006	2DAT1022	PPT-F	365758	17286	184320
17-SEP-2006	2DAT1022	K_SAK	365758	17286	45598
17-SEP-2006	2DAT1022	K_SAK	365758	17286	8829
17-SEP-2006	2DAT1022	S_B	365758	17286	5105
17-SEP-2006	2DAT1022	SATR	365758	17286	21523
17-SEP-2006	2DAT1028	K_SAK	314236	20387	44931
17-SEP-2006	2DAT1028	K_SAK	314236	20387	5013
17-SEP-2006	2DAT1028	B_B	314236	20387	5295
17-SEP-2006	2DAT1028	B_B	314236	20387	39546
17-SEP-2006	2DAT1028	B_B	314236	20387	5280
17-SEP-2006	2DAT1028	B_B	314236	20387	12767
17-SEP-2006	2DAT1022	PDF-F	367749	979	11666
17-SEP-2006	2DAT1022	SATR	367749	979	21523
17-SEP-2006	2DAT1022	SATR	367749	979	371
17-SEP-2006	2DAT1022	SATR	367749	979	7876
17-SEP-2006	2DAT1022	PDF-F	367749	979	210902
17-SEP-2006	2DAT1022	PDF-F	367749	979	178356
17-SEP-2006	2DAT1022	PPT-F	367749	979	11667
17-SEP-2006	2DAT1022	SATR	367749	979	21523
17-SEP-2006	2DAT1022	SATR	367749	979	7842
17-SEP-2006	2DAT1022	SATR	367749	979	371
17-SEP-2006	2DAT1022	PPT-F	367749	979	184320
17-SEP-2006	2DAT1022	SATR	367749	979	21523
17-SEP-2006	2DAT1022	DOC-F	367749	979	11646
17-SEP-2006	2DAT1022	SATR	367749	979	7785
17-SEP-2006	2DAT1022	SATR	367749	979	371
17-SEP-2006	2DAT1022	DOC-F	367749	979	140288
17-SEP-2006	2DAT1022	B_B	367749	979	5861
17-SEP-2006	2DAT1022	SH_B	367749	979	8237
17-SEP-2006	2DAT1022	SH_B	367749	979	846
17-SEP-2006	2DAT1022	SH_B	367749	979	555
17-SEP-2006	2DAT1022	SH_B	367749	979	12467
17-SEP-2006	2DAT1022	SH_B	367749	979	4544
17-SEP-2006	2DAT1022	CIT_K	367749	979	1265
17-SEP-2006	2DAT1022	CIT_K	367749	979	26645
17-SEP-2006	2DAT1022	CIT_K	367749	979	1310
17-SEP-2006	2DAT1022	CIT_K	367749	979	641
17-SEP-2006	2DAT1022	CIT_K	367749	979	1890
17-SEP-2006	2DAT1022	CIT_K	367749	979	25752
17-SEP-2006	2DAT1022	CIT_K	367749	979	3683
17-SEP-2006	2DAT1022	SH_B	367749	979	846
17-SEP-2006	2DAT1022	SH_B	367749	979	12467
17-SEP-2006	2DAT1022	SH_B	367749	979	555
17-SEP-2006	2DAT1022	K_SAK	367749	979	45596
17-SEP-2006	2DAT1022	K_SAK	367749	979	8829
17-SEP-2006	2DAT1022	SATR	367749	979	21523
17-SEP-2006	2DAT1022	SATR	367749	979	11611
17-SEP-2006	2DAT1022	SATR	367749	979	21523
17-SEP-2006	2DAT1022	SATR	367749	979	371
17-SEP-2006	2DAT1022	SATR	367749	979	7886
