DT	WEBCT_KODS	KOMP_KODS	USR	IP	APJ
27-SEP-2006	2BIO1107	WH_B	368489	9537	391
27-SEP-2006	2BIO1107	WH_B	368489	9537	191
27-SEP-2006	2BIO1107	K_SAK	368489	9537	9241
27-SEP-2006	2BIO1107	DB_B	368489	9537	4409
27-SEP-2006	2BIO1107	K_SAK	368489	9537	6550
27-SEP-2006	2BIO1107	WH_B	368489	9537	1340
27-SEP-2006	2BIO1107	WH_B	368489	9537	1383
27-SEP-2006	2BIO1107	DB_B	368489	9537	45246
27-SEP-2006	2BIO1107	DB_B	368489	9537	4024
27-SEP-2006	2BIO1107	CAL	218317	20113	34274
27-SEP-2006	2BIO1107	DB_B	218317	20113	4409
27-SEP-2006	2BIO1107	SATR	218317	20113	26968
27-SEP-2006	2BIO1107	TSK	218317	20113	641
27-SEP-2006	2BIO1107	TSK	218317	20113	2469
27-SEP-2006	2BIO1107	TSK	218317	20113	4775
27-SEP-2006	2BIO1107	S_B	218317	20113	602
27-SEP-2006	2BIO1107	HTM-F	218317	20113	27522
27-SEP-2006	2BIO1107	PPT-F	218317	20113	11601
27-SEP-2006	2BIO1107	SATR	218317	20113	370
27-SEP-2006	2BIO1107	SATR	218317	20113	6658
27-SEP-2006	2BIO1107	PPT-F	218317	20113	1830400
27-SEP-2006	2BIO1107	K_SAK	218317	20113	44575
27-SEP-2006	2BIO1107	K_SAK	218317	20113	8100
27-SEP-2006	2BIO1107	GRAF-F	218317	20113	3144
27-SEP-2006	2BIO1107	K_SAK	218317	20113	8096
27-SEP-2006	2BIO1107	GRAF-F	218317	20113	14796
27-SEP-2006	2DAT1021	K_SAK	221032	5106	44927
27-SEP-2006	2DAT1021	K_SAK	221032	5106	7222
27-SEP-2006	2DAT1021	HTM-F	221032	5106	670
27-SEP-2006	2DAT1021	CIT_K	221032	5106	2373
27-SEP-2006	2DAT1021	HTM-F	221032	5106	2373
27-SEP-2006	2DAT1021	CIT_K	221032	5106	2373
27-SEP-2006	2DAT1021	HTM-F	221032	5106	2687
27-SEP-2006	2DAT1021	HTM-F	221032	5106	8455
27-SEP-2006	2DAT1021	GRAF-F	221032	5106	780
27-SEP-2006	2DAT1021	GRAF-F	221032	5106	26242
27-SEP-2006	2DAT1021	GRAF-F	221032	5106	894
27-SEP-2006	2DAT1021	GRAF-F	221032	5106	915
27-SEP-2006	2DAT1021	GRAF-F	221032	5106	434
27-SEP-2006	2DAT1021	GRAF-F	221032	5106	826
27-SEP-2006	2DAT1021	CIT_K	221032	5106	826
27-SEP-2006	2DAT1021	GRAF-F	221032	5106	826
27-SEP-2006	2DAT1021	GRAF-F	221032	5106	808
27-SEP-2006	2DAT1021	HTM-F	221032	5106	9397
27-SEP-2006	2DAT1021	GRAF-F	221032	5106	826
27-SEP-2006	2DAT1021	GRAF-F	221032	5106	826
27-SEP-2006	2DAT1021	GRAF-F	221032	5106	826
27-SEP-2006	2DAT1021	GRAF-F	221032	5106	826
27-SEP-2006	2DAT1021	GRAF-F	221032	5106	695
27-SEP-2006	2DAT1021	GRAF-F	221032	5106	695
27-SEP-2006	2DAT1021	CIT-F	221032	5106	9531
27-SEP-2006	2DAT1021	CIT-F	221032	5106	9531
27-SEP-2006	2DAT1021	CIT_K	221032	5106	244
27-SEP-2006	2DAT1021	CIT_K	221032	5106	2373
27-SEP-2006	2DAT1021	CIT-F	221032	5106	6441
27-SEP-2006	2DAT1021	CIT-F	221032	5106	6441
27-SEP-2006	2DAT1021	CIT_K	221032	5106	244
27-SEP-2006	2DAT1021	CIT_K	221032	5106	2373
27-SEP-2006	2DAT1021	CIT-F	221032	5106	49664
27-SEP-2006	2DAT1021	CIT-F	221032	5106	9531
27-SEP-2006	2DAT1021	CIT_K	221032	5106	244
27-SEP-2006	2DAT1021	CIT_K	221032	5106	2373
27-SEP-2006	2DAT1021	CIT-F	221032	5106	60590
27-SEP-2006	2DAT1021	CIT_K	221032	5106	244
27-SEP-2006	2DAT1021	CIT_K	221032	5106	2373
27-SEP-2006	2DAT1021	CIT-F	221032	5106	60590
27-SEP-2006	2DAT1021	CIT-F	221032	5106	4109
27-SEP-2006	2DAT1021	CIT-F	221032	5106	4109
27-SEP-2006	2DAT1021	CIT_K	221032	5106	244
27-SEP-2006	2DAT1021	CIT_K	221032	5106	2373
27-SEP-2006	2DAT1021	CIT-F	221032	5106	5660
27-SEP-2006	2DAT1021	CIT-F	221032	5106	5660
27-SEP-2006	2DAT1021	CIT_K	221032	5106	244
27-SEP-2006	2DAT1021	CIT_K	221032	5106	2373
27-SEP-2006	2DAT1021	CIT-F	221032	5106	45289
27-SEP-2006	2DAT1021	CIT_K	221032	5106	244
27-SEP-2006	2DAT1021	CIT_K	221032	5106	2373
27-SEP-2006	2DAT1021	CIT-F	221032	5106	45289
27-SEP-2006	2DAT1021	CIT-F	221032	5106	3372
27-SEP-2006	2DAT1021	CIT-F	221032	5106	5660
27-SEP-2006	2DAT1021	CIT_K	221032	5106	2373
27-SEP-2006	2DAT1021	CIT_K	221032	5106	244
27-SEP-2006	2DAT1021	CIT-F	221032	5106	244
27-SEP-2006	2DAT1021	CIT-F	221032	5106	4109
27-SEP-2006	2DAT1021	CIT_K	221032	5106	244
27-SEP-2006	2DAT1021	CIT_K	221032	5106	2373
27-SEP-2006	2DAT1021	CIT-F	221032	5106	25884
27-SEP-2006	2DAT1021	CIT-F	221032	5106	25884
27-SEP-2006	2DAT1021	CIT_K	221032	5106	244
27-SEP-2006	2DAT1021	CIT_K	221032	5106	2373
27-SEP-2006	2DAT1021	CIT-F	221032	5106	2373
27-SEP-2006	2DAT1021	CIT-F	221032	5106	4109
27-SEP-2006	2DAT1021	CIT_K	221032	5106	244
27-SEP-2006	2DAT1021	CIT_K	221032	5106	2373
27-SEP-2006	2DAT1021	CIT-F	221032	5106	6191
27-SEP-2006	2DAT1021	CIT-F	221032	5106	6191
27-SEP-2006	2DAT1021	CIT_K	221032	5106	244
27-SEP-2006	2DAT1021	CIT_K	221032	5106	2373
27-SEP-2006	2DAT1021	CIT-F	221032	5106	17035
27-SEP-2006	2DAT1021	CIT-F	221032	5106	17035
27-SEP-2006	2DAT1021	CIT_K	221032	5106	244
27-SEP-2006	2DAT1021	CIT_K	221032	5106	2373
27-SEP-2006	2DAT1021	CIT-F	221032	5106	4705
27-SEP-2006	2DAT1021	CIT-F	221032	5106	4705
27-SEP-2006	2DAT1021	CIT_K	221032	5106	244
27-SEP-2006	2DAT1021	CIT_K	221032	5106	2373
27-SEP-2006	2DAT1021	CIT-F	221032	5106	5564
27-SEP-2006	2DAT1021	CIT-F	221032	5106	17035
27-SEP-2006	2DAT1021	CIT_K	221032	5106	244
27-SEP-2006	2DAT1021	CIT_K	221032	5106	2373
27-SEP-2006	2BIO1107	K_SAK	365364	13845	2396
27-SEP-2006	2BIO1107	TSK	365364	13845	641
27-SEP-2006	2BIO1107	TSK	365364	13845	2469
27-SEP-2006	2BIO1107	TSK	365364	13845	4785
27-SEP-2006	2BIO1107	TSK	365364	13845	641
27-SEP-2006	2BIO1107	TSK	365364	13845	2469
27-SEP-2006	2BIO1107	TSK	365364	13845	4785
27-SEP-2006	2BIO1107	CAL	365364	13845	34278
27-SEP-2006	2BIO1107	K_SAK	365364	13845	44575
27-SEP-2006	2BIO1107	K_SAK	365364	13845	8100
27-SEP-2006	2BIO1107	GRAF-F	365364	13845	3144
27-SEP-2006	2DAT1021	K_SAK	254423	2463	7222
27-SEP-2006	2DAT1021	HTM-F	254423	2463	670
27-SEP-2006	2DAT1021	CIT_K	254423	2463	2373
27-SEP-2006	2DAT1021	HTM-F	254423	2463	2373
27-SEP-2006	2DAT1021	CIT_K	254423	2463	2373
27-SEP-2006	2DAT1021	HTM-F	254423	2463	2687
27-SEP-2006	2DAT1021	HTM-F	254423	2463	8455
27-SEP-2006	2DAT1021	GRAF-F	254423	2463	780
27-SEP-2006	2DAT1021	GRAF-F	254423	2463	894
27-SEP-2006	2DAT1021	GRAF-F	254423	2463	826
27-SEP-2006	2DAT1021	GRAF-F	254423	2463	26242
27-SEP-2006	2DAT1021	GRAF-F	254423	2463	915
27-SEP-2006	2DAT1021	CIT_K	254423	2463	915
27-SEP-2006	2DAT1021	GRAF-F	254423	2463	434
27-SEP-2006	2DAT1021	GRAF-F	254423	2463	434
27-SEP-2006	2DAT1021	GRAF-F	254423	2463	434
27-SEP-2006	2DAT1021	GRAF-F	254423	2463	695
27-SEP-2006	2DAT1021	GRAF-F	254423	2463	695
27-SEP-2006	2DAT1021	K_SAK	254423	2463	7222
27-SEP-2006	2DAT1021	K_SAK	254423	2463	7222
27-SEP-2006	2DAT1021	S_B	254423	2463	973
27-SEP-2006	2DAT1021	B_B	254423	2463	5908
27-SEP-2006	2DAT1021	B_B	254423	2463	11106
27-SEP-2006	2DAT1021	B_B	254423	2463	11038
27-SEP-2006	2DAT1021	B_B	254423	2463	14749
27-SEP-2006	2DAT1021	CAL	254423	2463	33087
27-SEP-2006	2DAT1021	K_SAK	254423	2463	44927
27-SEP-2006	2DAT1021	K_SAK	254423	2463	7218
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	592
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	592
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	592
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	592
27-SEP-2006	2DAT1021	K_SAK	315422	3957	45020
27-SEP-2006	2DAT1021	K_SAK	315422	3957	7271
27-SEP-2006	2DAT1021	HTM-F	315422	3957	7271
27-SEP-2006	2DAT1021	CIT_K	315422	3957	7271
27-SEP-2006	2DAT1021	HTM-F	315422	3957	7271
27-SEP-2006	2DAT1021	CIT_K	315422	3957	7271
27-SEP-2006	2DAT1021	HTM-F	315422	3957	7271
27-SEP-2006	2DAT1021	HTM-F	315422	3957	7271
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	7271
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	7271
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	407
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	407
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	407
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	407
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	407
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	407
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	568
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	568
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	568
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	568
27-SEP-2006	2DAT1021	HTM-F	315422	3957	568
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	13135
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	13135
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	13135
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	13135
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	13135
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	13135
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	13135
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	13135
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	13135
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	13135
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	29623
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	29623
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	29623
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	8669
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	8669
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	8669
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	8669
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	8669
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	8669
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	8669
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	8669
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	11618
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	11618
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	11618
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	11618
27-SEP-2006	2DAT1021	HTM-F	315422	3957	11618
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	35298
27-SEP-2006	2DAT1021	HTM-F	315422	3957	35298
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	734
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	734
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	734
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	34182
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	34182
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	34182
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	34182
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	34182
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	34182
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	34182
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	34182
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	34182
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	34182
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	734
27-SEP-2006	2DAT1021	HTM-F	315422	3957	286
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	7334
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	7334
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	7334
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	69169
27-SEP-2006	2DAT1021	HTM-F	315422	3957	69169
27-SEP-2006	2DAT1021	CIT_K	315422	3957	69169
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	49604
27-SEP-2006	2DAT1021	HTM-F	315422	3957	8790
27-SEP-2006	2DAT1021	HTM-F	315422	3957	8790
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	8790
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	8790
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	8790
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	8790
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	8790
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	8790
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	8790
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	8790
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	8790
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	8790
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	31232
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	31232
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	31232
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	31232
27-SEP-2006	2DAT1021	HTM-F	315422	3957	31232
27-SEP-2006	2DAT1021	K_SAK	315422	3957	45020
27-SEP-2006	2DAT1021	K_SAK	315422	3957	7271
27-SEP-2006	2DAT1021	B_B	315422	3957	5961
27-SEP-2006	2DAT1021	K_SAK	315422	3957	7271
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	31447
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	31447
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	31447
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	31447
27-SEP-2006	2DAT1021	HTM-F	315422	3957	31447
27-SEP-2006	2DAT1021	K_SAK	315422	3957	25469
27-SEP-2006	2DAT1021	K_SAK	315422	3957	45020
27-SEP-2006	2DAT1021	K_SAK	315422	3957	7271
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	30287
27-SEP-2006	2DAT1021	HTM-F	315422	3957	7503
27-SEP-2006	2DAT1021	CIT_K	315422	3957	4168
27-SEP-2006	2DAT1021	HTM-F	315422	3957	4168
27-SEP-2006	2DAT1021	CIT_K	315422	3957	4168
27-SEP-2006	2DAT1021	HTM-F	315422	3957	4168
27-SEP-2006	2DAT1021	HTM-F	315422	3957	25088
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	30287
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	30287
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	30287
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	30287
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	30287
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	30287
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	30287
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	30287
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	30287
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	30287
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	30287
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	30287
27-SEP-2006	2DAT1021	HTM-F	315422	3957	30287
27-SEP-2006	2DAT1021	HTM-F	315422	3957	8922
27-SEP-2006	2DAT1021	CIT_K	315422	3957	8922
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	25088
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	25088
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	25088
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	7050
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	7050
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	7050
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	7050
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	7050
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	7050
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	7050
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	7050
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	7050
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	7050
27-SEP-2006	2DAT1021	GRAF-F	315422	3957	7050
27-SEP-2006	2DAT1021	HTM-F	315422	3957	7050
27-SEP-2006	2DAT1021	K_SAK	249511	18718	44970
27-SEP-2006	2DAT1021	K_SAK	249511	18718	7222
27-SEP-2006	2DAT1021	B_B	249511	18718	5908
27-SEP-2006	2DAT1021	B_B	249511	18718	14755
27-SEP-2006	2DAT1021	B_B	249511	18718	15442
27-SEP-2006	2DAT1021	B_B	249511	18718	4395
27-SEP-2006	2DAT1021	K_SAK	362828	20183	44968
27-SEP-2006	2DAT1021	K_SAK	362828	20183	7218
27-SEP-2006	2DAT1021	HTM-F	362828	20183	8327
27-SEP-2006	2DAT1021	CIT_K	362828	20183	8327
27-SEP-2006	2DAT1021	HTM-F	362828	20183	8327
27-SEP-2006	2DAT1021	CIT_K	362828	20183	8327
27-SEP-2006	2DAT1021	HTM-F	362828	20183	8327
27-SEP-2006	2DAT1021	HTM-F	362828	20183	8327
27-SEP-2006	2DAT1021	GRAF-F	362828	20183	8327
27-SEP-2006	2DAT1021	GRAF-F	362828	20183	8327
27-SEP-2006	2DAT1021	GRAF-F	362828	20183	8327
27-SEP-2006	2DAT1021	GRAF-F	362828	20183	8327
27-SEP-2006	2DAT1021	GRAF-F	362828	20183	8327
27-SEP-2006	2DAT1021	GRAF-F	362828	20183	8327
27-SEP-2006	2DAT1021	GRAF-F	362828	20183	8327
27-SEP-2006	2DAT1021	HTM-F	362828	20183	5875
27-SEP-2006	2DAT1021	GRAF-F	362828	20183	5875
27-SEP-2006	2DAT1021	GRAF-F	362828	20183	35085
27-SEP-2006	2DAT1021	HTM-F	362828	20183	35085
27-SEP-2006	2DAT1021	HTM-F	362828	20183	9397
27-SEP-2006	2DAT1021	HTM-F	362828	20183	9397
27-SEP-2006	2DAT1021	GRAF-F	362828	20183	9397
27-SEP-2006	2DAT1021	HTM-F	362828	20183	9397
27-SEP-2006	2DAT1021	HTM-F	362828	20183	12606
27-SEP-2006	2DAT1021	HTM-F	362828	20183	12606
27-SEP-2006	2DAT1021	HTM-F	362828	20183	8455
27-SEP-2006	2DAT1021	K_SAK	363952	2463	44929
27-SEP-2006	2DAT1021	K_SAK	363952	2463	7218
27-SEP-2006	2DAT1021	B_B	363952	2463	5908
27-SEP-2006	2DAT1021	B_B	363952	2463	11030
27-SEP-2006	2DAT1021	K_SAK	364471	3426	44970
27-SEP-2006	2DAT1021	K_SAK	364471	3426	7222
27-SEP-2006	2DAT1021	S_B	364471	3426	973
27-SEP-2006	2DAT1021	HTM-F	364471	3426	670
27-SEP-2006	2DAT1021	CIT_K	364471	3426	2373
27-SEP-2006	2DAT1021	HTM-F	364471	3426	2373
27-SEP-2006	2DAT1021	CIT_K	364471	3426	2373
27-SEP-2006	2DAT1021	HTM-F	364471	3426	2687
27-SEP-2006	2DAT1021	HTM-F	364471	3426	8455
27-SEP-2006	2DAT1021	GRAF-F	364471	3426	780
27-SEP-2006	2DAT1021	GRAF-F	364471	3426	26242
27-SEP-2006	2DAT1021	GRAF-F	364471	3426	894
27-SEP-2006	2DAT1021	GRAF-F	364471	3426	915
27-SEP-2006	2DAT1021	GRAF-F	364471	3426	826
27-SEP-2006	2DAT1021	GRAF-F	364471	3426	434
27-SEP-2006	2DAT1021	GRAF-F	364471	3426	695
27-SEP-2006	2DAT1021	GRAF-F	364471	3426	808
27-SEP-2006	2DAT1021	HTM-F	364471	3426	9397
27-SEP-2006	2DAT1021	HTM-F	364471	3426	9397
27-SEP-2006	2DAT1021	HTM-F	364471	3426	9397
27-SEP-2006	2DAT1021	CIT_K	364471	3426	9397
27-SEP-2006	2DAT1021	HTM-F	364471	3426	9397
27-SEP-2006	2DAT1021	HTM-F	364471	3426	9397
27-SEP-2006	2DAT1021	GRAF-F	364471	3426	9397
27-SEP-2006	2DAT1021	GRAF-F	364471	3426	9397
27-SEP-2006	2DAT1021	GRAF-F	364471	3426	9397
27-SEP-2006	2DAT1021	GRAF-F	364471	3426	9397
27-SEP-2006	2DAT1021	GRAF-F	364471	3426	9397
27-SEP-2006	2DAT1021	GRAF-F	364471	3426	44976
27-SEP-2006	2DAT1021	GRAF-F	364471	3426	44976
27-SEP-2006	2DAT1021	HTM-F	364471	3426	44976
27-SEP-2006	2DAT1021	CIT_K	364471	3426	44976
27-SEP-2006	2DAT1021	HTM-F	364471	3426	44976
27-SEP-2006	2DAT1021	HTM-F	364471	3426	44976
27-SEP-2006	2DAT1021	GRAF-F	364471	3426	44976
27-SEP-2006	2DAT1021	GRAF-F	364471	3426	44976
27-SEP-2006	2DAT1021	GRAF-F	364471	3426	44976
27-SEP-2006	2DAT1021	GRAF-F	364471	3426	44976
27-SEP-2006	2DAT1021	GRAF-F	364471	3426	44976
27-SEP-2006	2DAT1021	GRAF-F	364471	3426	44976
27-SEP-2006	2DAT1021	GRAF-F	364471	3426	44976
27-SEP-2006	2DAT1021	HTM-F	364471	3426	44976
27-SEP-2006	2DAT1021	CIT_K	364471	3426	44976
27-SEP-2006	2DAT1021	HTM-F	364471	3426	44976
27-SEP-2006	2DAT1021	HTM-F	364471	3426	44976
27-SEP-2006	2DAT1021	GRAF-F	364471	3426	44976
27-SEP-2006	2DAT1021	GRAF-F	364471	3426	44976
27-SEP-2006	2DAT1021	GRAF-F	364471	3426	44976
27-SEP-2006	2DAT1021	GRAF-F	364471	3426	44976
27-SEP-2006	2DAT1021	GRAF-F	364471	3426	44976
27-SEP-2006	2DAT1021	GRAF-F	364471	3426	44976
27-SEP-2006	2DAT1021	GRAF-F	364471	3426	44976
27-SEP-2006	2DAT1021	HTM-F	364471	3426	44976
27-SEP-2006	2DAT1021	CIT_K	364471	3426	44976
27-SEP-2006	2DAT1021	HTM-F	364471	3426	44976
27-SEP-2006	2DAT1021	HTM-F	364471	3426	44976
27-SEP-2006	2DAT1021	GRAF-F	364471	3426	44976
27-SEP-2006	2DAT1021	GRAF-F	364471	3426	44976
27-SEP-2006	2DAT1021	GRAF-F	364471	3426	44976
27-SEP-2006	2DAT1021	GRAF-F	364471	3426	44976
27-SEP-2006	2DAT1021	GRAF-F	364471	3426	44976
27-SEP-2006	2DAT1021	GRAF-F	364471	3426	44976
27-SEP-2006	2DAT1021	GRAF-F	364471	3426	44976
27-SEP-2006	2DAT1021	HTM-F	364471	3426	44976
27-SEP-2006	2DAT1021	CIT_K	364471	3426	44976
27-SEP-2006	2DAT1021	HTM-F	364471	3426	44976
27-SEP-2006	2DAT1021	HTM-F	364471	3426	44976
27-SEP-2006	2DAT1021	GRAF-F	364471	3426	44976
27-SEP-2006	2DAT1021	GRAF-F	364471	3426	44976
27-SEP-2006	2DAT1021	GRAF-F	364471	3426	44976
27-SEP-2006	2DAT1021	GRAF-F	364471	3426	44976
27-SEP-2006	2DAT1021	GRAF-F	364471	3426	44976
27-SEP-2006	2DAT1021	GRAF-F	364471	3426	44976
27-SEP-2006	2DAT1021	GRAF-F	364471	3426	44976
27-SEP-2006	2DAT1021	HTM-F	364471	3426	44976
27-SEP-2006	2DAT1021	CIT_K	364471	3426	44976
27-SEP-2006	2DAT1021	HTM-F	364471	3426	44976
27-SEP-2006	2DAT1021	HTM-F	364471	3426	44976
27-SEP-2006	2DAT1021	GRAF-F	364471	3426	44976
